,Master US firm name,in TFR-500,in Moodys 32,in Moodys 34,in Tenenbaum,in HB 32,in HB 34,affiliated German firms,type_Partnership,type_branch,type_ownership,type_unknown,affiliated German firm name_moodys32,Master German firm name_moodys32,mentions a subsidiary_moodys32,mentions stock ownership_moodys32,subsidiary is AG_moodys32,subsidiary is GmbH_moodys32,mentions an affilated company_moodys32,mentions a plant/office/branch_moodys32,is a subsidiary of a German firm_moodys32,other types of agreement_moodys32,affiliated German firm name_moodys34,Master German firm name_moodys34,mentions a subsidiary_moodys34,mentions stock ownership_moodys34,subsidiary is AG_moodys34,subsidiary is GmbH_moodys34,mentions an affilated company_moodys34,mentions a plant/office/branch_moodys34,is a subsidiary of a German firm_moodys34,other types of agreement_moodys34,affiliated German firm name,Master German firm name,mentions a subsidiary,mentions stock ownership,subsidiary is AG,subsidiary is GmbH,mentions an affilated company,mentions a plant/office/branch,is a subsidiary of a German firm,other types of agreement,HB 1932 affiliated German firm name,HB 1934 affiliated German firm name
128,Magdalena Syndicate,True,True,False,False,True,False,['Edoel-Bergbau Aktiengesellschaft Celle Norddeutsche Mineraloel Aktiengesellschaft'],False,False,True,False,['Nord Deutsche Mineraloel A. G.'],[''],True,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,['Norddeutsche Mineralöl-Aktiengesellschaft'],
129,Markt & Co. Inc.,True,False,False,False,False,False,['Markt & Co.'],False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Markt & Hammacher Co.,True,False,True,False,False,False,['Markt & Co.'],False,False,False,True,,,,,,,,,,,[''],[''],False,False,False,False,False,True,False,False,,,,,,,,,,,,
131,"Mccann-Erickson, Inc.",True,False,False,False,False,False,"['Gesellschaft fur markt und schgerechte Werberatung', 'H. K. Mccann Company, m.b.H.']",False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Mergenthaler Linotype Company,True,True,True,True,False,False,"['Linotype, G.m.b.H.', 'Mergenthaler Setzmaschinen-Fabrik, G.m.b.H.', 'Schriftgiesserei und Messinglinienfabrik D. Stempel Akt.']",False,False,True,False,['Margenthaler Setzmaschinen Fabrik G.m.b.H. of Germany'],"['Mergenthaler Setzmaschinen-Fabrik, G.m.b.H.']",True,False,False,True,False,False,False,False,['Mergenthaler Setzmaschinen-Fabrik G.m.b.H.'],"['Mergenthaler Setzmaschinen-Fabrik, G.m.b.H.']",True,False,False,True,False,False,False,False,['Mergenthaler Setzmaschinenfabrik G.m.b.H.'],"['Mergenthaler Setzmaschinen-Fabrik, G.m.b.H.']",True,False,False,True,False,False,False,False,,
133,Metal and Thermit Corp.,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,['Siemens & Halske'],[''],False,False,False,False,False,False,True,False,,
134,Metallic Products Corp. c/o US Corp. Co.,True,False,False,False,False,False,['Metallpulver G.m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Metals Coating Company of America,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Metallisator Akt.-Ges.', 'Metallisator Berlin Akt.-Ges.']",['Metallisator Berlin Aktiengesellschaft.']
136,Metro-Goldwyn-Mayer Pictures Corporation,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,['Metro-Goldwyn-Mayer Film A.G.'],['Metro-Goldwyn-Mayer Film AG'],True,False,True,False,False,False,False,False,,
137,Moto Meter Gauge & Equipment Corp.,False,True,True,False,False,False,,,,,,"['Moto Meter Gesellschaft, m. b. H., Germany. ']","['Moto Meter Gesellschaft, m. b. H.']",True,False,False,True,False,False,False,False,['Moto Meter Gesellschaft m. b. H.'],"['Moto Meter Gesellschaft, m. b. H.']",True,False,False,True,False,False,False,False,,,,,,,,,,,,
138,National Lead Company,True,True,True,True,False,False,['Zinnwerke Wilheimsburg G.m.b.H.'],False,False,True,False,['Titangesellschaft M. B. H.'],['Titangesellschaft m.b.H.'],True,False,False,True,False,True,False,False,"['Titangesellschaft M. B. H.', ' I. G. Farbenindustrie']","['Titangesellschaft m.b.H.', '']",True,False,False,True,False,False,False,True,['Titan G.m.b.H.'],['Titangesellschaft m.b.H.'],True,False,False,True,False,False,False,False,,
139,"New England Industries, Inc.",True,False,False,False,False,False,"['Erkensator G.m.b.H.', 'Fullnerwerk G.m.b.H.', 'Maschinen-Export G.m.b.H.', 'Maschinenfabrik Banning & Seybold A.G.', 'Maschinenfabriken Wagner-Doerries Aktiengesellschaft (formerly: Maschinenfabrik Aktiengesellschaft vorm. Wagner & Co. )']",False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"New Jersey Industries, Inc.",True,False,False,False,False,False,"['Aktiengesellschaft fuer Anlagewerte', 'Aktiengesellschaft fuer Anlagewerte', 'Bekleidungs-Aktiengesellschaft', 'Defaka, Deustche Familienkaufhaus G.m.b.H.', 'Industrie-Export Aktiengesellschaft', 'Injecta Aktiengesellschaft zur Fabrikation Chiurgischer Instruments', 'Injecta Aktiengesellschaft zur Fabrikation Chiurgischer Instruments', 'Emil Koster Aktiengesellschaft', 'Mundlos Akteingesellschaft, Magdeburg']",False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,New York Shipbuilding Corporation,False,True,True,False,False,False,,,,,,['Maschinenfabrik Augsburg Nurnberg A. G. of Germany'],[''],False,False,False,False,False,False,False,True,['Maschinenfabrik Augsburg Nurnberg A. C. of Germany'],[''],False,False,False,False,False,False,False,True,,,,,,,,,,,,
142,"North American Rayon Corporation, Tenessee",False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,['Vereinigte Glanzstoff A.G.'],[''],False,False,False,False,False,False,True,False,,
143,North European Oil Corp.,True,True,True,False,False,False,['Nord-Europaeische Oel'],False,False,False,True,"[' Oldenburgische Erdoel G.m.b.H.', 'Explora G.m. b. H.', 'Westoel G.m.b.H.', 'Ostoel G.m.b.H.']","['Oldenburgische Erdol Gesellschaft m.b.H.', 'Explora G.m.b.H.', 'West-Oel Gesellschaft m.b.H.', 'Ost-Oel G.m.b.H.']",True,False,False,True,False,False,False,False,"['West-Oel G.m.b.H.', 'Erdoelwerke Wathlingen, Wuerttembergische Mineralgesellschaft m.b.H.', 'Nordeuropaeische Oelgesellschaft m.b.H.', 'Gewerkschaft Regina zu Caan', 'Oldenburgische Oelausbeutungesellschaft m.b.H.', 'Harburger Bergbau G.m.b.H.']","['West-Oel Gesellschaft m.b.H.', 'Erdoelwerke Wathlingen, Wuerttembergische Mineralgesellschaft m.b.H.', 'Nordeuropaeische Oelgesellschaft m.b.H.', 'Gewerkschaft Regina zu Caan', 'Oldenburgische Oelausbeutungesellschaft m.b.H.', 'Harburger Bergbau G.m.b.H.']",True,False,False,True,False,False,False,False,,,,,,,,,,,,
144,Northeastern Insurance Company of Hartford,True,False,False,False,False,False,['Northeastern Insurance Co. of Hartford'],False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Norton Company,True,True,True,True,False,False,"['Deutsche Norton-Gesellschaft, m.b.H.']",False,False,True,False,"['Deutsche Norton Gesellschaft m.b.H., Wesseling, Germany']","['Deutsche Norton-Gesellschaft, m.b.H.']",True,False,False,True,False,False,False,False,"['Deutsche Norton Gesellschaft m.b.H., Wesseling, Germany']","['Deutsche Norton-Gesellschaft, m.b.H.']",True,False,False,True,False,False,False,False,['Deutsche Norton G.m.b.H.'],"['Deutsche Norton-Gesellschaft, m.b.H.']",True,False,False,True,False,False,False,False,,
146,Oliver United Filters Inc.,False,True,False,False,False,False,,,,,,"['Dorr-Oliver G.m.b.H., Berlin, Germany']","['Dorr-Oliver G.m.b.H., Berlin, Germany']",True,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,
147,Oppenheimer Casing Co. Del.,True,False,False,False,False,False,['Oppenheimer Casing Co. m.b.H. Hamburg'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"Ore & Chemical Corporation, New York",False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,['Metallgesellschaft A.G.'],['Metallgesellschaft A.G.'],False,False,False,False,False,False,True,False,,
149,Otis Elevator Company,True,False,True,True,False,False,['Otis Aufzugswerke G.m.b.H.'],False,False,True,False,,,,,,,,,,,['Otis Aufzugswerke G.m.b.H.'],['Otis Aufzugswerke G.m.b.H.'],True,False,False,True,False,False,False,False,['Otis Aufzugswerke G.m.b.H.'],['Otis Aufzugswerke G.m.b.H.'],True,False,False,True,False,False,False,False,,
150,Pan American Foreign Corporation (Controlled by Standard Oil Co. [N. J.]),False,True,True,True,False,False,,,,,,['Ebano Asphalt Werke A. G.; Ebano Asphalt Gesellschaft m. b. H.; Emas A.G. fuer Strassenbaubedarf; Euphalt Gesellschaft m.b.H.; Taerbaustoff Gesellschaft m.b.H.'],[''],True,False,True,False,False,False,False,False,"['Ebano Asphalt Werke A. G.', 'Ebano Asphalt Gesellschaft m.b.H.', 'Emas A.G. fuer Strassenbaubedarf', 'Euphalt Gesellschaft m.b.H.', 'Teebaustoff Gesellschaft m.b.H.']","['', 'Ebano Asphalt Gesellschaft m.b.H.', '', 'Euphalt Gesellschaft m.b.H.', 'Teerbaustoff Gesellschaft m.b.H.']",True,False,True,True,False,False,False,False,[' Ebano Asphaltwerke A. G.'],['Ebano Asphalt-Werke Aktiengesellschaft'],True,False,True,False,False,False,False,False,,
151,Pan Foreign Corporation,True,False,False,False,False,False,"['Busscher & Hoffman Aktiengesellschaft', 'Ebano Asphalt-Werke Aktiengesellschaft', 'Emas Gesellschaft Fuer Strassenbaubedarf, m.b.H.', 'Vereinigte Asphalt und Teerproducktenfabriken Gesellschaft mit Beschrankter Haftung']",False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"Paramount Pictures, Inc.",True,True,True,False,True,True,['Paramount Film Aktiengesellschaft'],False,False,True,False,"['Paramount Film Vertreib G. m. b. H., Berlin, Germany']","['Paramount Film Vertreib G. m. b. H., Berlin, Germany']",True,False,False,True,False,False,False,False,"['Paramount Film Vertrieb G.m.b.H., Berlin, Germany']","['Paramount Film Vertreib G. m. b. H., Berlin, Germany']",True,False,False,True,False,False,False,False,,,,,,,,,,,['Paramount Film Aktiengesellsehaft'],['Paramount Film Aktiengesellschaft.']
153,Parker Pen Co.,False,True,True,False,False,False,,,,,,"['Parker Pen Co., G.m.b.H., Berlin, Germany']","['Parker Pen Co., G.m.b.H., Berlin, Germany']",True,False,False,True,False,False,False,False,['Parker A. G.'],[''],False,False,False,False,False,False,False,False,,,,,,,,,,,,
154,"Peat, Marwick, Mitchell & Co. (General Partnership)",True,False,False,False,False,False,"['Peat, Marwick, Mitchell & Co. (Berlin Partnership)']",True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"Pembroke Chemical Co., Florida",False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,['Metallgesellschaft A.G.'],['Metallgesellschaft A.G.'],False,False,False,False,False,False,True,False,,
156,Penton Publishing Co.,False,True,True,False,False,False,,,,,,[''],[''],False,False,False,False,False,True,False,False,[''],[''],False,False,False,False,False,True,False,False,,,,,,,,,,,,
157,"Philip Morris & Co. Ltd., Inc.",True,False,False,False,False,False,['Philip Morris & Co. Limited G.m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Pitney-Bowes Postage Meter Co.,False,False,True,False,False,False,,,,,,,,,,,,,,,,['Francotype-Gesellschaft of Berlin'],[''],False,False,False,False,False,False,False,True,,,,,,,,,,,,
159,Pown Corporation,True,False,False,False,False,False,['Kodak Aktiengesellschaft'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"Price, Waterhouse & Co.",True,False,False,False,False,False,"['Price, Waterhouse & Co.']",True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Pueping (Fred) Leather Co.,False,True,False,False,False,False,,,,,,[''],[''],False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,
162,Pure Oil Co.,True,False,False,True,False,False,['Oelwerke Julius Schindler G.m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,['Oelwerke Julius Schindler G.m.b.H.'],['Oelwerke Julius Schindler G.m.b.H.'],True,False,False,True,False,False,False,False,,
163,Pyrene Minimax Corporation,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,['Minimax A. G.'],[''],False,False,False,False,False,False,True,False,,
164,Quaker Oats Co.,True,True,True,False,False,False,"['Quaker Nahrmittel, G.m.b.H.', 'Quaker Oats Co. G.m.b.H.']",False,False,True,False,[''],[''],False,False,False,False,False,True,False,False,[''],[''],False,False,False,False,False,True,False,False,,,,,,,,,,,,
165,R. Schiffmann Co.,True,False,False,False,False,False,['R. Schiffman & Co. G.m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Radio Corporation of America,False,True,True,False,False,False,,,,,,[''],[''],False,False,False,False,False,True,False,True,"['', '']","['', '']",True,False,False,False,False,False,False,False,,,,,,,,,,,,
167,Radio-Keith-Orpheum Corporation (Controlled by Radio Corp. of America),False,True,True,False,False,False,,,,,,"['AEG, Siemens and Halske, and Tobis Klangfilm']",[''],False,False,False,False,False,False,False,False,"['A. E. G. group, Siemens & Halske A. G., and Tobis Klangfilm Co. R. C. A. Photophones']",[''],False,False,False,False,False,False,False,True,,,,,,,,,,,,
168,Remington Rand Inc.,True,True,True,True,True,False,"['Jahresuhren Fabrik G.m.b.H.', 'Kardex A.G.', 'Kardex A.G.', 'Kardex System G.m.b.H.', 'Powers G.m.b.H.', 'Remington Buromaschinen G.m.b.H.', 'Sela Automatic Camera', 'Torpedo-Werke A.G.', 'Torpedo-Werke A.G.']",False,False,True,True,['Torpedo'],[''],True,False,True,False,False,True,False,False,['Torpedo'],[''],False,False,False,False,False,False,False,True,['Remington Schreibmaschinen G.m.b.H.'],['Remington Buromaschinen G.m.b.H.'],True,False,False,True,False,False,False,False,"['Torpedo-Fahrräder u. Schreibmaschinen, Weilwerke A.-G.']",
169,"Revertex Corporation of America, New York",False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,['Metallgesellschaft A.G.'],['Metallgesellschaft A.G.'],False,False,False,False,False,False,True,False,,
170,Richard Hudnut,True,False,False,True,False,False,"['Lohse, Gustave A.G.', 'Richard Hudnut G.m.b.H.']",False,False,True,False,,,,,,,,,,,,,,,,,,,,,"['""Dom"" Finanz A. G. für chemische Unternehmenungen', 'Goedecke & Co.', 'Gustav Lohse A. G.', 'Richard Hudnut G.m.b.H.']","['""Dom"" Finanz A. G. für chemische Unternehmenungen', 'Gödecke & Co. Chemische Fabrik AG', 'Gustav Lohse AG', 'Richard Hudnut G.m.b.H.']",True,True,True,False,False,False,False,False,,
171,"Ridel-de Haën, Inc., New York",False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,['The J. D. Ridel-de Haen A.G.'],[''],False,False,False,False,False,False,True,False,,
172,"Ritter Company, Inc. (Formerly Ritter Dental Mfg. Co., Inc)",True,True,True,True,True,True,"['Ritter, A.G.']",False,False,True,False,"['Ritter, A.G.']",[''],True,False,True,False,False,True,False,False,"['Ritter, A. G.']",[''],True,False,True,False,False,True,False,False,['Ritter A.G.'],['Ritter AG'],True,False,True,False,False,False,False,False,['Ritter Aktiengesellschaft'],['Ritter Aktiengesellschaft.']
173,"Robert Reiner, Incorporated",True,False,False,False,False,False,['Maschinenfabril EINSIEDEL G.m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Robert W. Hunt Company,True,False,False,False,False,False,['Robert W. Hunt Company'],False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Rossia International Corporation,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Iduna Holding Aktiengesellschatt'],['Iduna Holding Aktiengesellschaft.']
176,Royal Baking Powder Company,False,True,True,False,False,False,,,,,,"['Deutsche Royal Backpulver, Gesellschaft m.b.H, Berlin, Germany.']","['Deutsche Royal Backpulver, Gesellschaft m.b.H, Berlin, Germany.']",True,False,False,True,False,False,False,False,"['', 'Deutsche Royal Backpulver, Gesellschaft m.b.H., Berlin, Germany']","['', 'Deutsche Royal Backpulver, Gesellschaft m.b.H, Berlin, Germany.']",True,False,False,True,False,False,False,False,,,,,,,,,,,,
177,"Royal Typewriter Company, Inc.",True,True,True,True,False,False,"['Orga Akt. Ges.', 'Royal Schreihmaschinen, G.m.b.H.']",False,False,True,False,"['Royal Schreibmaschinen G. m. b. H., of Berlin']","['Royal Schreihmaschinen, G.m.b.H.']",False,False,False,True,True,True,False,False,"['Royal Schreibmaschinen G. m. b. H., of Berlin']",[''],False,False,False,False,True,True,False,False,['Royal Schreibmaschinen G.m.b.H.'],"['Royal Schreihmaschinen, G.m.b.H.']",True,False,False,True,False,False,False,False,,
178,S O. Realizatio Co. Inc.,False,False,True,False,False,False,,,,,,,,,,,,,,,,[''],[''],True,False,False,False,False,True,False,False,,,,,,,,,,,,
179,Schilling Estate Company,True,False,False,False,False,False,['Holzwarth Gasturbinen'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Schoonmaker-Scott Company,True,False,False,False,False,False,"['Butler Brothers, G.m.b.H.']",False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Seabrook International Engineering Corp.,False,False,True,False,False,False,,,,,,,,,,,,,,,,[''],[''],False,False,False,False,False,True,False,False,,,,,,,,,,,,
182,Seiberling Rubber Co.,False,True,False,False,False,False,,,,,,"['Fulda Rubber Co. of Fulda, Germany']","['Fulda Rubber Co. of Fulda, Germany']",False,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,
183,"Servel, Inc.",False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,['Elektrolux A.G. '],['Elektrolux A.G.'],True,False,True,False,False,False,False,False,,
184,"Siemens Inc., New York",False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,['Siemens & Halske'],[''],False,False,False,False,False,False,True,False,,
185,Signode International Limited,True,False,False,False,False,False,['Signode System G.m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Signode Steel Strapping Co.,True,True,True,False,False,False,['Signode System G.m.b.H.'],False,False,True,False,[''],[''],True,False,False,False,False,False,False,False,[''],[''],True,False,False,False,False,False,False,False,,,,,,,,,,,,
187,Silesian-American Corporation,False,True,True,True,False,False,,,,,,"[""Bergwerkgesellschaft Georg von Giesche's Erben""]","[""Bergwerkgesellschaft Georg von Giesche's Erben""]",True,False,False,True,False,False,False,False,"[""Georg von Giesche's Heirs Mining Co. (Bergwerksgesellschaft Georg von Giesche's Erben)""]","[""Bergwerkgesellschaft Georg von Giesche's Erben""]",True,False,False,True,False,False,False,False,[''],[''],False,False,False,False,False,False,False,False,,
188,Singer Mfg. Co.,True,False,False,True,False,False,['Singer Nahmaschinen Aktiengesellschaft'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,['Singer Nähmaschinen A.G.'],['Singer Nahmaschinen AG'],True,False,True,False,False,False,False,False,,
189,"Socony-Vacuum Oil Company, Inc.",True,False,False,True,True,False,"['Deutsche Vacuum Oel A.G.', 'Erdolbergbau A.G., Celle', 'Gewerkschaft Alfred', 'Gewerkschaft Ave 5', 'Gewerkschaft Carlsburg III', 'Gewerkschaft Konberg II', 'Gewerkschaft Ostfeld 1', 'Intava Arbeitsgemeinschaft Der Deutsche-Amerikanischen Petroleum-Gesellschaft Und Der Deutschen Vacuum Oil - Aktiengesellschaft Fur Entwicklung Und Vertrieb Von Luftfahrt-Kraft- Und Schmierstoffen', 'Petrolifer Rohoelcompagnie A.G.', 'West-Oel Gesellschaft m.b.H.']",False,False,True,False,,,,,,,,,,,,,,,,,,,,,"['Deutsche Vacuum Oel A. G.; The Vacuum Oil Co S. P., Prague; Naftaspol A. S., Czechoslovakia .']",['Deutsche Vacuum Oel AG'],True,False,True,False,False,False,False,False,['Deutsche Vacuum Oel Akt.-Ges.'],
190,Spirella International Incorporated,True,False,False,False,False,False,"['Spirella Gesellschaft m.b.H.', 'Spirella Gesellschaft m.b.H.']",False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,St. Andrews Bay Lumber Co.,False,False,True,False,False,False,,,,,,,,,,,,,,,,[''],[''],False,False,False,False,False,False,False,False,,,,,,,,,,,,
192,St. Regis Paper Co.,True,False,False,False,False,False,['Bates Maschinen GmbH'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"Standard Brand, Inc.",False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,['Deutsche (Royal ) Backpulver G.m.b.H. '],[''],False,False,False,False,False,False,False,False,,
194,"Standard Commercial Tobacco Co., Inc.",True,True,False,False,False,False,['Werkhof G.m.b.H.'],False,False,True,False,['German-American Tobacco Co.'],['German-American Tobacco Co.'],False,False,False,True,True,True,False,True,,,,,,,,,,,,,,,,,,,,,,
195,Standard I.G.,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,[''],[''],False,False,False,False,False,False,False,False,,
196,Standard Oil Company (Indiana),False,True,False,False,False,False,,,,,,[''],[''],False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,
197,Standard Oil Company (New Jersey),True,True,True,True,True,True,"['Allgemeine Oel-Handels-Gesellschaft mit beschrankter Haftung', 'Deutsch-Amerikanische Petroleum-Gesellschaft', 'Deutsch-Amerikanische Petroleum-Gesellschaft', 'Deutsche Gasolin Aktiengesellschaft', 'Deutsche Landerbank Aktiengesellschaft', '""Gluckauf"" Deutsche Oel Gesellschaft Hersfeld & Co., G.m.b.H.', 'Intava Arbeitsgemeinschaft Der Deutsche-Amerikanischen Petroleum-Gesellschaft Und Der Deutschen Vacuum Oil - Aktiengesellschaft Fur Entwicklung Und Vertrieb Von Luftfahrt-Kraft- Und Schmierstoffen', 'Mineraloel-Raffinerie vorm. August Korff', 'Norddeustche Mineraloelwerke Stettin G.m.b.H.', 'Privatanschlussbahn Borgsdorf-Birkenwerder G.m.b.H.', 'Waried Tankschiff Rhederei G.m.b.H.', 'Waried Tankschiff Rhederei G.m.b.H.', 'Titan-Oel-Gesellschaft m.b.H.']",False,False,True,False,"['Deutsch Amerikanische Petroleum Ges. (Germany)', 'I. G. Farbenindustrie A. G.']","['', '']",True,False,True,False,False,False,False,True,"['Deutsch Amerikanische Petroleum Ges. (Germany)', '-']","['', '']",True,False,True,False,False,False,False,True,"['Deutsch-Amerikanische Petroleum Gesellschaft', 'Mineralöl Raffinerie vorm . August Korf A.G.', 'Deutsche Gasolin A.G.']","['Deutsch-Amerikanische Petroleum-Gesellschaft', 'Mineraloel-Raffinerie vorm. August Korff', 'Deutsche Gasolin AG']",True,False,True,False,False,False,False,False,"['Deutsch-Amerikanische Petroleum-Ges.', 'Mineraloel-Raffinerie vorm. August Korff']","['Mineraloel-Raffinerie vorm. August Korff.', 'Deutsch-Amerikanische Petroleum-Gesellschaft.']"
