,level_0,Master US firm name,Master German firm name,in TFR-500,in Moodys 32,in Moodys 34,in Tenenbaum,IDed in HB GmbH,firm_name,searched,index,page,column,location,date,capital,business,persons,type,HB GmbH class,fuzzy_score,match_is_good
166,116,Corn Products Refining company,Karl Fr. Tollner Nachrmittelfabrik G.m.b.H.,True,False,False,False,False,Karl Fr. Töllner Nährmittelfabrik,,2431.0,1232.0,right,"Bremen, Ostertor­steinweg 51/53",24. 9. 30,RM 400 000,"Herstellung und Vertrieb von Nährmitteln aller Art, Erwerb einer Nährmittelfabrik",H. Th. E. Miede; G. J. Reimers,2 Gf.,,81.57894736842105,1.0
167,123,"Hugo Stinnes Industries, Inc.",Kohleverkauf Ludwig Jung G.m.b.H.,True,False,False,False,False,Kohlenverkauf Ludwig Jung,,1374.0,704.0,left,Wiesbaden,25. 4. 21,RM 150 000,Fortführung eines Kohlen- und Brennmaterialiengeschäfts,Richard Rosskath,"1 od. 2 Gf., R. Rosskath stets allein",,82.75862068965517,1.0
168,124,Crown Cork International Corporation,"Korkfabrik, Frankenthal Bender & Co., of Frankenthal, Germany",False,True,False,False,False,"Korkfabrik Frankenthal, Bender & Co.",,1386.0,710.0,left,Frankenthal (Ludwigshafen),24. 1. 07,RM 375 000,Fabrikation von Korkstopfen und Korkwaren aller Art,C. A. Mahla; K. Bender,1 Gf. od. Pk.,,74.22680412371135,1.0
169,125,L. C. Smith & Corona Typewriters Inc.,L. C. Smith & Corona Schreihmaschinen G.m.b.H.,True,True,True,False,False,L. C. Smith und Corona Schreibmaschinen,,2258.0,1146.0,left,"Berlin W 8, Krausenstraße 15",7.7.11,RM 100 000,"Herstellung und Vertrieb von Schreibmaschinen, Addier- und Büromaschinen",Ch. Siemer,1 od. 2 Gf.,,80.0,1.0
170,126,Kraft Cheese Company,Lindor Werke G.m.b.H.,True,False,False,True,False,Linde Werkzeug,,1513.0,773.0,right,"Berlin NW 21, Lübecker Str. 18",1913,RM 18000,Werkzeug,H. Möllhoff,,,57.14285714285714,1.0
171,127,Mergenthaler Linotype Company,"Linotype, G.m.b.H.",True,False,False,False,False,Linotype,,1518.0,776.0,left,"Berlin N 4, Chausseestraße 25",4.2.08,RM 20 000,Fabrikation und Vertrieb von Zeilsetz- und Gießmaschinen,Friedrich W. King; Dir. Fritz Adomzent,Jed. Gf.,,61.53846153846154,1.0
172,128,International Telephone and Telegraph Corp.,Lorenz Radio Vertriebe G.m.b.H.,True,False,False,True,False,Lorenz-Radio-Vertriebs-Gesellschaft,,1533.0,783.0,right,"Berlin-Charlottenburg 9, Reichskanzlerplatz 7/9",22.4.26,RM 20 000,Vertrieb von Fabrikaten auf dem Gebiete des Rundfunkwesens,L. Roessing; E. Sabersky,2 Gf. od. 1 Gf. u. 1 Pk.,,60.60606060606061,1.0
173,129,International Telephone and Telegraph Corp.,Ludwig Sudicates G.m.b.H.,True,False,False,True,False,Ludw. Sudikatis & Co.,,2350.0,1192.0,left,"Berlin-Steglitz, Siemensstr. 27",21.8.1909,RM 2 250 000,"Metallschraubenfabrik, Fassondreherei und Metallzieherei",Dr. R. Friedmann,2 Gf. od. 1 Gf. u. 1 Pk. od. 2 Pk.,,60.86956521739131,1.0
174,130,International Telephone and Telegraph Corp.,Ludwig Sudicatis G.m.b.H.,True,False,False,False,False,Ludw. Sudikatis & Co.,,2350.0,1192.0,left,"Berlin-Steglitz, Siemensstr. 27",21.8.1909,RM 2 250 000,"Metallschraubenfabrik, Fassondreherei und Metallzieherei",Dr. R. Friedmann,2 Gf. od. 1 Gf. u. 1 Pk. od. 2 Pk.,,65.21739130434783,1.0
175,131,"Hugo Stinnes Industries, Inc.",M. Rast & Sohn G.m.b.H.,True,False,False,False,False,M. Rast & Sohn,,1963.0,998.0,right,"München, Theresienhöhe lb",9.5.11,RM 660 000,Kohlenhandelsgeschäft,O. Schwarzmaier,"Jed. Gf. Einl.: zwei Geschäfte, Geschäftsanteil",,75.67567567567568,1.0
176,136,"Hugo Stinnes Industries, Inc.",Mathias Stinnes G.m.b.H.,True,False,True,True,False,Math. Stinnes,,2328.0,1181.0,left,"Mülheim/Ruhr, Zweign. Mannheim, Luisenring 9, Offenbach a. M., Hamburg, Holzbrücke 5",24.2.21,RM 16 000 000,"Kohlenhandel, Reederei, Fracht- u. Schleppschiffahrt",Gen.-Dir. Walter Spindler,"1 Gf., 1 od. 2 Pk.",,64.86486486486487,1.0
177,137,Jadev Corporation,Mecklenburgische Erdol G.m.b.H.,True,False,False,False,False,Mecklenburgische Erdölgesellschaft,,1608.0,821.0,left,Schwerin i. Mecklb.,7-8.29,RM 20 000,"Vornahme geologischer und geophysikalischer Untersuchungen zwecks Auffindung von Erdharz, Naphtha u. verwandten Produkten",Vingerhoets,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.,,64.61538461538461,1.0
178,138,Mergenthaler Linotype Company,"Mergenthaler Setzmaschinen-Fabrik, G.m.b.H.",True,True,True,True,False,Mergenthaler Setzmaschinenfabrik,,1624.0,829.0,left,"Berlin N 4, Chausseestraße 24",28.10.96,"RM 300,000",Fabrikation und Vertrieb Mergenthaler Setzmaschinen sowie darauf bezüglicher Schutzrechte,Christ. Albrecht; Fritz Adomzent; Aug. Friedr. Lepold,2 Gf. od. 1 Gf. u. 1 Pk.,,82.66666666666667,1.0
179,139,Central European Holding Corporation c/o Cotton Brenner & Wrigley,"Metallkentor, G.m.b.H.",True,False,False,False,False,Metallkontor,,1634.0,834.0,left,"Berlin W 56, Französische Str. 32",20.5.31,RM 200000,"Import und Verkauf von Kupfer, Blei, anderen Metallen, Hütten- und Verhüttungsprodukten",C. Sußmann,1 od. 2 Gf.,,64.70588235294117,1.0
180,140,The Torrington Company,"Metallkentor, G.m.b.H.",True,False,False,False,False,Metallkontor,,1634.0,834.0,left,"Berlin W 56, Französische Str. 32",20.5.31,RM 200000,"Import und Verkauf von Kupfer, Blei, anderen Metallen, Hütten- und Verhüttungsprodukten",C. Sußmann,1 od. 2 Gf.,,64.70588235294117,1.0
181,143,Gillette Safety Rasor Company,Metallwarenvertrieb G.m.b.H.,True,False,False,False,False,Metallwarenvertrieb,,1638.0,836.0,left,"Berlin W 8, Taubenstr. 18",8. 4. 29,RM 20 000,Herstellung und Vertrieb von Metallwaren für den Hausgebrauch,Martin Gaertner; Dr. jur. Hans von Kotze,1 Gf,,80.85106382978724,1.0
182,144,International Telephone and Telegraph Corp.,"Mix & Genest Hansawerke , G.m.b.H.",True,False,False,True,False,Mix u. Genest Hansawerke,,1674.0,854.0,left,"Hamburg, Schopensteel 15",15. 12. 08,EM 150 000,"Verkauf von Telefon- und Telegraphen-Apparaten, sowie sonstigen Artikeln aller Art",P. W. Schäfer,1 Gf. od. 2 Pk.,,72.41379310344827,1.0
183,149,The National Cash Register Company,National-Krupp Registrier-Kassen G.m.b.H.,True,False,True,True,False,National Registrier-Kassen,,1730.0,882.0,left,"Berlin-Neukölln, Werra­straße 17/19",13.2.96,"RM 300,000",Distributing American cash registers,S. H. Wark; H. Chr. Boysen; A. Rist,2 Gf.,,77.61194029850746,1.0
184,150,American Radiator & Standard Sanitary Corporation,Nationale Radiator Gesellschaft m.b.H.,True,True,True,True,False,Nationale Radiator,,1731.0,882.0,right,"Berlin W 8, Wilhelmstr. 91",30.4.01,RM 14 000 000,"Herstellung u. Vertrieb von Radiatoren, Kesseln, Heiz- u. Kühlapparaten",A. J. Hennig; E. Maax; E. Heinemann,Jed. Gf. Einl.,,64.28571428571428,1.0
185,151,"The International Nickel Company, Inc.","Nickel Informationburo, G.m.b.H.",True,False,False,False,False,Nickel-Informationsbüro,,1754.0,894.0,left,"Frankfurt a. M., Liebigstr. 16",3. 8. 27,RM 20 000,Versorgung der Nickel verarbeitenden Industrie mit erforderlichen Informationen,H. Epstein; Dr.-Ing. M. Waehlert,Jed. Gf.,,50.90909090909091,1.0
186,153,North European Oil Corp.,Nord-Europaeische Oel,True,False,False,False,False,Nordische Oelwerke,,1785.0,909.0,right,"Hamburg, Frankenstr. 28",10. 10. 1921,RM 4000,"Herstellung u. Handel mit Oelen, Fetten",W. G. Carroux,Jed. Gf.,,66.66666666666667,1.0
187,156,"Hugo Stinnes Industries, Inc.",Nuernberger Kohlenhandles G.m.b.H.,True,False,False,False,False,Nürnberger Kohlenhandels-Gesellschaft,,1795.0,914.0,right,Nürnberg,12. 4. 18,RM 200 000,Anschaffung und Weiterveräußerung von Brennstoffen aller Art,K. Zimmermann,1 od. 2 Gf.,,64.7887323943662,1.0
188,157,Pure Oil Co.,Oelwerke Julius Schindler G.m.b.H.,True,False,False,True,False,Oelwerke Julius Schindler,,1816.0,925.0,left,"Hamburg, Hohe Bleichen 28",7.12.20,"RM 2,400,000","Ein- und Ausfuhr sowie Verarbeitung von Gelen, insbesondere Mineralölen",Jul. Schindler,1 Gf. od. 2 Pk.,,84.7457627118644,1.0
189,158,The Pure Oil Company,Oelwerke Julius Schindler G.m.b.H.,True,False,False,True,False,Oelwerke Julius Schindler,,1816.0,925.0,left,"Hamburg, Hohe Bleichen 28",7.12.20,"RM 2,400,000","Ein- und Ausfuhr sowie Verarbeitung von Gelen, insbesondere Mineralölen",Jul. Schindler,1 Gf. od. 2 Pk.,,84.7457627118644,1.0
190,159,Jadev Corporation,Oldenburgische Erdol Gesellschaft m.b.H.,True,True,False,False,False,Oldenburgische Erdölgesellschaft,,1822.0,928.0,left,Oldenburg i. O.,8.2.29,RM 20 000,"Erwerb und Veräußerung von Oelgerechtsamen, Gewinnung und Vertrieb von Mineralien",Todd M. Pettigrew,Jed. Gf.,,83.33333333333334,1.0
191,160,North European Oil Corp.,Oldenburgische Oelausbeutungesellschaft m.b.H.,False,False,True,False,False,Oldenburgische Oclausbeutungsgesellschaft,,1822.0,928.0,left,Oldenburg i. O.,16.3.27,RM 20 000,Erwerb von Gerecht­samen auf Gewinnung von Erdöl und sonstigen bituminösen Stoffen,Ing. Chester Naramore; Todd M. Pettigrew,Jed. Gf.,,87.35632183908046,1.0
192,162,Oppenheimer Casing Co. Del.,Oppenheimer Casing Co. m.b.H. Hamburg,True,False,False,False,False,Oppenheimer Casing Co.,,1827.0,930.0,right,"Hamburg, Albertstraße 19",19. 10. 23,RM 50 000,Handel mit Fleisch- u. Wurstkonserven,Harry D. Oppenheimer,1 Gf.,,74.57627118644068,1.0
193,163,North European Oil Corp.,Ost-Oel G.m.b.H.,False,True,False,False,False,Ost-Oel,,1845.0,939.0,right,"Hannover, Warmbüchenstr. 28",14. 4. 29,RM 50 000,"Erwerb von Gerechtsamen zur Gewinnung von Erdöl, Erdpech, Erdgas u. sonstigen bituminösen Stoffen in Rheinland und Westfalen",O. Dreher; G. E. M. Gerst,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.,,60.86956521739131,1.0
194,164,Witroth Corporation,Ostrhederei,True,False,False,False,False,Ostreederei,,1847.0,940.0,right,"Stettin, Gr. Lastadie 90/92",18.9.18,"RM 600,000","Speditions-, Lagerungs- u. sonstige Handelsgeschäfte",P. Kröger; Konr. Langosch; O. Schwabe,2 Gf. od. 1 Gf. u. 1 Pk. od. 2 Pk.,,90.9090909090909,1.0
195,165,Otis Elevator Company,Otis Aufzugswerke G.m.b.H.,True,False,True,True,False,Otis Aufzugswerke,,1848.0,941.0,left,"Berlin-Wittenau, Miraustraße 41/42, Zweign. Hamburg, Köln, München",13. 4. 10.,RM 4 000 000,Herstellung und Vertrieb von Aufzügen und überhaupt Maschinen,L. Scheel,"vertr. allein, sonst 2 Gf. od. 1 Gf. u. 1 Pk.",,79.06976744186046,1.0
196,167,"Paramount Pictures, Inc.","Paramount Film Vertreib G. m. b. H., Berlin, Germany",False,True,True,False,False,Paramount Film Vertrieb,,1865.0,949.0,right,"Berlin SW48, Friedrichstr. 225",5.5.23,"RM 20,000",Übernahme von Revisions- u. Überwachungsarbeiten aller Art in der Filmbranche,Jakob Schaefer; P. Thiefes; Frl. Pfitzner,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.,,58.66666666666666,1.0
197,168,"Lentheric, Incorporated","Parfume Lentheric, G.m.b.H.",True,False,False,False,False,Parfums Lenth’eric,,1866.0,950.0,left,"Berlin SW 68, Eitterstr. 46/48",2.7.28,EM 150 000,"Herstellung und Vertrieb von Parfüms, Pudern, Seifen und sonstigen Schönheitsmitteln",Maurice Main,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.,,71.11111111111111,1.0
198,170,Remington Rand Inc.,Powers G.m.b.H.,True,False,False,False,False,Powers,,1925.0,979.0,right,"Berlin SW 48, Wilhelmstraße 28",17.1.14,RM 600 000,"Erwerb von Patenten, Lizenzen u. Erfahrungen zur Herstellung von Addier- u. Sortiermaschinen, Herstellung solcher und verwandter Maschinen, der dazugehörigen Karten und aller dem Gebiete d. behördlichen oder kaufmännischen Organisation dienenden Gegenstände, insbesondere Maschinen",,,,57.14285714285714,1.0
199,171,Standard Oil Company (New Jersey),Privatanschlussbahn Borgsdorf-Birkenwerder G.m.b.H.,True,False,False,False,False,Privatanschlußbahn Borgsdorf-Birkenwerder,,1935.0,984.0,right,"Berlin-Charlottenburg 9, Reichskanzlerplatz 7/9",28. 12. 05,RM 23 040,Betrieb einer Anschlußbahn,Fritz Reich,Der Gf.,,86.95652173913044,1.0
200,172,Quaker Oats Co.,"Quaker Nahrmittel, G.m.b.H.",True,False,False,False,False,Quäker Nährmittel - Gesellschaft,,1946.0,990.0,left,"Berlin W 15, Knesebeckstr. 59/60",13. 9. 28,RM 500 000,Herstellung von Nährmitteln,E. Noell,Jed. Gf. od. 1 Gf. u. 1 Pk. od. 2 Pk.,,57.6271186440678,1.0
201,173,R. Schiffmann Co.,R. Schiffman & Co. G.m.b.H.,True,False,False,False,False,R. Schiffmann und Co.,,2136.0,1085.0,left,"Berlin-Neukölln, Schinkestr. 5",31.5.30,RM 65 000,"Herstellung und Vertrieb von pharmazeutischen Präparaten, insbesondere des Mittels Asthmador",A. H. Morgan,1 Gf. Einl.: RM 61 020 Geschäft,,66.66666666666667,1.0
202,175,Remington Rand Inc.,Remington Buromaschinen G.m.b.H.,True,False,False,True,False,Remington Büromaschinen,,1991.0,1012.0,right,"Berlin NW 7, Friedrichstraße 154",13.10.1914,"RM 1,240,000",Herstellung und Vertrieb von Schreibmaschinen aller Art und Büromöbeln,G. Mc. Lean; Charl. J. Warren,1 Gf. oder 2 Pk.,,80.0,1.0
203,176,"Hugo Stinnes Industries, Inc.",Rheinische-Westfaelische Bergwerks Gesellschaft,False,True,False,True,False,Rheinisch-Westfälische Bergwerksgesellschaft,,2003.0,1018.0,right,Mülheim-Ruhr,5.9.05,RM 500 000 in Anteilen ä RM 5000,"Erwerb, Verwaltung, Inbetriebnahme oder sonstige Verwertung von Bergwerkseigentum",G. Frielinghaus; K. Hold; K. Spindler; Thomas,1 Gf.,,92.3076923076923,1.0
204,182,"Royal Typewriter Company, Inc.","Royal Schreihmaschinen, G.m.b.H.",True,True,False,True,False,Royal Schreibmaschinen,,2067.0,1050.0,right,"Berlin SW 19, Kommandantenstraße 3/4",17. 12. 29,RM 100 000,Vertrieb von Schreib- und Büromaschinen sowie sonstige Bürobedarfsartikel,G. Gundry; Joh. Groß,2 Gf. od. 1 Gf. u. 1 Pk.,,77.77777777777779,1.0
205,183,Corn Products Refining company,Rudolf Arndt Dextrinfabrik G.m.b.H.,True,False,False,False,False,Rudolf Arndt Dextrinfabrik,,79.0,56.0,right,Neudamm,13. 1. 31,RM 100 000,Herstellung u. Vertrieb von Dextrin und verwandten Artikeln,R. Arndt,1 od. 2 Gf.,,85.24590163934427,1.0
206,184,Hugo Stinnes Corporation,Rudolf Mueller & Soehne G.m.b.H.,True,False,False,False,False,Rudolf Müller & Söhne,,1712.0,873.0,left,Langenfeld i. Rheinland,12. 8. 08,RM 400 000,Fortführung einer Eisenwarenfabrik,H. H. Müller,1 od. 2 Gf.,,71.69811320754718,1.0
207,187,Eugene Dietzgen Co.,"Siegfried-Caragen Gesellschaft fuer Kraftfahrzeuge, m.b.H.",True,False,False,False,False,"Siegfried Garagen, Gesellschaft für Kraftfahrzeuge",,2246.0,1140.0,left,"Nürnberg, Brunhildstr. 8",14.5.26,RM 60 000,"Handel mit Kraftfahrzeugen, Zubehörteilen und Betriebsstoffen",A. Renzelberg,1 Gf.,,74.07407407407408,1.0
208,189,Signode International Limited,Signode System G.m.b.H.,True,False,False,False,False,Signode System,,2248.0,1141.0,left,"Hamburg, Bugenhagenstr. 6",17.11.1925,RM 10 000,Betrieb von Handelsgeschäften jeder Art,H. Roth,1 Gf.,,75.67567567567568,1.0
209,190,Signode Steel Strapping Co.,Signode System G.m.b.H.,True,False,False,False,False,Signode System,,2248.0,1141.0,left,"Hamburg, Bugenhagenstr. 6",17.11.1925,RM 10 000,Betrieb von Handelsgeschäften jeder Art,H. Roth,1 Gf.,,75.67567567567568,1.0
210,192,"Foreign Investments, Incorporated",Stanley Works,True,False,False,False,False,Stanley Works,,2301.0,1167.0,right,Velbert i. Rhld.,Unknown,Kapital nicht veröffentlicht,Scharnierfabrik,C. J. Diemand; H. Droof,"2 Gf., Diemand allein",,100.0,1.0
211,194,"Aris Cloves Co., Inc.",Steinberger Bros. Clove Corp. G.m.b.H.,True,False,False,False,False,Steinberger Bros. Giove Corporation,,2309.0,1171.0,right,"Berlin NW 7, Unter d. Linden 53",29.11.27,"RM 50,000",Vertrieb u. Export von Handschuhen,Paul Philippi,1 od. 2 Gf.,,65.75342465753424,1.0
212,196,Stauffer Chemical Co.,Suddeutsche Chemische Werke,True,False,False,False,False,Süddeutsche Chemische Werke,,2351.0,1192.0,right,Gernsheim a. Rh.,26.8.09,RM 150 000,Herstellung von chemischen Erzeugnissen und Vertrieb dieser Erzeugnisse,W. Bork; Dr. F. Berg,1 Gf.,,96.2962962962963,1.0
213,197,Swift & Company,"Swift & Company, G.m.b.H.",True,False,False,False,False,Swift & Company,,2368.0,1201.0,left,"Hamburg, Mönckebergstr. 31",8.12.27,"RM 500,000",Ein- und Verkauf von Gütern jeder Art im In- und Ausland,Arthur Clair Landis,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.,,75.0,1.0
214,199,International Telephone and Telegraph Corp.,Tefag Radio Vertriebs G.m.b.H.,True,False,False,True,False,Tefag Radio Vertriebs - Gesellschaft,,2387.0,1210.0,right,"Berlin-Steglitz, Siemensstr. 27",11. 9. 29,RM 50 000,Vertrieb von Fabrikaten der Feinmechanik auf dem Gebiete des Rundfunks,Dr. Bernhard Jaffé; R. Willner,2 Gf. od. 1 Gf. u. 1 Pk.,,69.6969696969697,1.0
215,201,The Atlantic Refining Company,The Atlantic Refining Company Germany GmbH,True,False,True,True,False,The Atlantic Refining Company of Germany,,2411.0,1222.0,right,"Hamburg, Mönckebergstr. 13",6.12.22,RM 1 000 000,"Einkauf, Raffinieren u. Verkauf von Petroleum u. Petroleumprodukten",Ernst Carl Baehni; William Clarence Freysinger,2 od. 1 Gf. od. 1 Gf. u. 1 Pk.,,90.2439024390244,1.0
216,202,The Brecht Corporation,The Brecht Corporation G.m.b.H.,True,False,False,False,False,The Brecht Corporation,,2411.0,1222.0,right,"Hamburg, Albertstr. 26/30",21.7.02,RM 3000,"Im- u. Export, Handel u. die Herstellung sowie Verarbeitung v. Därmen",Charles G. Volkening; Carl A. Ebert,1 Gf.,,83.01886792452831,1.0
217,204,The Stanley Works,The Stanley Works G.m.b.H.,True,True,False,False,False,Stanley Works,,2301.0,1167.0,right,Velbert i. Rhld.,Unknown,Kapital nicht veröffentlicht,Scharnierfabrik,C. J. Diemand; H. Droof,"2 Gf., Diemand allein",,66.66666666666667,1.0
218,205,Armour & Company,Tietgens & Robertson (G.m.b.H.),True,False,False,False,False,Tietgens & Robertson,,2427.0,1230.0,right,"Hamburg, Meßberg, Ballinhaus",18.12.20,"RM 250,000",Import von Waren nach Deutschland und Handelsgeschäfte,Conrad Tietgens; George Tietgens; Robert Cabell,2 Gf.,,78.43137254901961,1.0
219,206,Standard Oil Company (New Jersey),Titan-Oel-Gesellschaft m.b.H.,True,False,False,False,False,Titan-Oel-Gesellschaft,,2429.0,1231.0,right,"Berlin W 62, Budapester Str. 35",3.5.24,RM 30000,Handel mit Mineralöl und Mineralölprodukten,R. Wollschlaeger,1 od. 2 Gf. od. 1 Gf. u. 1 Pk.,,86.27450980392157,1.0
220,207,"Titan Company, Inc.",Titangesellschaft m.b.H.,True,True,True,True,False,Titangesellschaft,,2429.0,1231.0,right,Leverkusen,24.6.27,RM 3000000,Herstellung und Verkauf der Titan-Verbindungen nach Deutschland und dem Ausland,Dir. Dr. Kühne; Dr. Gust. Jebsen; Evans Mc. Carty,2 Gf. od. 1 Gf. u. 1 Pk.,,82.92682926829268,1.0
221,215,International Affiliated Corporation,W. R. Warner & Co. G.m.b.H.,True,False,False,False,False,W. R. Warner & Co.,,2600.0,1317.0,left,"Berlin-Charlottenburg, Kaiserin-Augusta-Allee 86",12. 4. 27,RM 300 000,Herstellung und Verkauf von pharmazeutischen und kosmetischen Präparaten,Leonhard M. Klustinger,1 Gf.,,80.0,1.0
222,216,Walter Kidde & Company,Walter Kidde G.m.b.H.,True,False,False,False,False,Walter Kidde,,1312.0,673.0,left,"Hamburg, Esplanade 6",2.10.26,RM 20 000,Herstellung und Vertrieb von Feuermelde- und Feuerlöschapparaten,W. K. Poehlmann,1 Gf.,,72.72727272727273,1.0
223,217,Standard Oil Company (New Jersey),Waried Tankschiff Rhederei G.m.b.H.,True,False,False,False,False,Waried Tankschiff Rhederei,,2599.0,1316.0,right,"Hamburg, Neuer Jungfernstieg 21",12.12.08,RM 3 000 000,Betrieb einer Reederei,P. F. Harneit; F. J. Breme; F. H. Klasen; F. J. H. Breme; J. H. Dotzert,2 Gf.,,85.24590163934427,1.0
224,220,"Hugo Stinnes Industries, Inc.",Welheim Kohlenhandel G.m.b.H.,True,False,False,False,False,Welheim Kohlenhandelsgesellsch.,,2626.0,1330.0,left,Essen,12. 7. 15,RM 30 000,"Anschaffung und Weiterveräußerung sämtlicher Erzeugnisse des Bergbaus, Transport und Lagerung dieser Erzeugnisse",W. Spindler,1 Gf. od. 1 Pk.,,66.66666666666667,1.0
225,222,Kupfer Bros. Co. Inc.,Werola Krepp & Buntpapierfabrik G.m.b.H.,True,False,False,False,False,"Werola, Krepp- und Buntpapierfabrik",,2639.0,1336.0,right,Rastatt,20.12.29,RM 200 000,"Herstellung von Papieren und Papierwaren aller Art, insbesondere von Krepp-, Bunt- und Metallpapier",Dir. Wilh. Schmitt; Ed. Sandel,2 Gf. od. 1 Gf. u. 1 Pk. Einl.: RM 180 000 Maschinen. Warenvorräte usw.,,77.33333333333333,1.0
226,224,Western Electric Export Corporation,Western Electric G.m.b.H.,True,False,False,False,False,Deutsche Western Electric,,530.0,282.0,left,"Berlin W 15, Emser Straße Nr 40-41",20. 6. 29,RM 200 000,"Manufacture, sale, and distribution of film and sound film recording equipment",,,,64.0,1.0
227,226,Kupfer Bros. Co. Inc.,Wilheim Stern & Co. G.m.b.H.,True,False,False,False,False,Wilhelm Stern & Co.,,2320.0,1177.0,left,Fürth,2.9.11,"RM 500,000","Herstellung von Metall-, Bunt- und Luxuspapierwaren und verwandten Artikeln",B. Kaufmann; stellv. Dir. Erhard Ottenberger,"vertr. jeder allein, sonst 2 Gf. od. 1 Gf. u. 1 Pk. od. 2 Pk.",,76.59574468085107,1.0
228,227,The Dentists' Supply Co. of New York,Zahnfabrik Wienand Soehne & Co.,True,False,False,False,False,Zahnfabrik Wienand Söhne & Co.,,2733.0,1383.0,right,Sprendlingen in Hessen,7.6.21,RM 800 000,Fabrikation von künstlichen Zähnen,Dr. Aug. und Dr. Fritz Wienand,Jed. Gf.,,95.08196721311475,1.0
229,228,National Lead Company,Zinnwerke Wilheimsburg G.m.b.H.,True,False,False,False,False,Zinnwerke Wilhelmsburg,,2760.0,1397.0,left,Wilhelmsburg bei Harburg,12.11.03,RM 1 500 000,"Umwandlung von Erzen, Rohmetallen u. Hüttenprodukten in Reinmetalle",Henryk Goldmann; Dr. phil. W. Baer,2 Gf. od. 1 Gf. u. 1 Pk. od. 2 Pk.,,79.24528301886792,1.0
230,230,Corn Products Refining company,Zuckerrubensaftfabrik,True,False,False,False,False,Zuckerrübensaft,,2769.0,1401.0,right,"Berlin-Charlottenburg, Joachimsthaler Straße 43/44",15.10.23,RM 500,Verwertung des von den Gesellschaftern hergestellten Zuckerrübensaftes,Hans Pape,Der Gf.,,77.77777777777779,1.0
